label,text
NOT_BUY,Iphone 10s parpadea luz roja
NOT_BUY,Iphone 10s parpadea camara no funciona
NOT_BUY,Iphone 10s parpadea camara faltante 

NOT_BUY,puede iphone 14 grabar en 8k?
NOT_BUY,tiene samsung s23 carga inalambrica?
NOT_BUY,mantiene redmi note 13 buena bateria?
NOT_BUY,gana iphone 15 en rendimiento al samsung s23?
NOT_BUY,quien fabrica los procesadores del iphone?

NOT_BUY,puede samsung a54 tomar fotos nocturnas?
NOT_BUY,tiene redmi note 12 pro 5g?
NOT_BUY,mantiene infinix note 30 buen rendimiento?
NOT_BUY,gana samsung s24 en camara al iphone 15?
NOT_BUY,quien hace los chips de samsung?

NOT_BUY,puede google pixel 8 grabar en 4k?
NOT_BUY,tiene motorola edge 40 estabilizacion optica?
NOT_BUY,mantiene huawei p50 buena bateria?
NOT_BUY,gana pixel 8 en fotografia al iphone 14?
NOT_BUY,quien fabrica los celulares infinix?

NOT_BUY,telefono sale mañana?
NOT_BUY,iphone sale mañana?
NOT_BUY,samsung lanza celular hoy?
NOT_BUY,redmi note 14 sale pronto?
NOT_BUY,google pixel nuevo sale este año?

NOT_BUY,iphone ganador de mejor celular?
NOT_BUY,samsung ganador en ventas?
NOT_BUY,que telefono gana en rendimiento?
NOT_BUY,cual celular gana en camara?
NOT_BUY,quien gana iphone o samsung?

NOT_BUY,telefono tiene buena bateria?
NOT_BUY,iphone tiene buena camara?
NOT_BUY,samsung tiene buena señal?
NOT_BUY,redmi es bueno para juegos?
NOT_BUY,infinix es bueno o malo?


NOT_BUY,pc no enciende
NOT_BUY,pc se reinicia sola
NOT_BUY,pc se congela
NOT_BUY,pc lento al iniciar
NOT_BUY,pc se apaga sola
NOT_BUY,pc hace ruido al encender
NOT_BUY,pc pantalla azul
NOT_BUY,pc error de sistema
NOT_BUY,pc sobrecalienta
NOT_BUY,pc no reconoce usb
NOT_BUY,pc sin internet
NOT_BUY,pc no carga windows
NOT_BUY,pc error de memoria
NOT_BUY,pc se reinicia al actualizar
NOT_BUY,pc sonido distorsionado
NOT_BUY,pc ventiladores ruidosos
NOT_BUY,pc se bloquea al abrir programas
NOT_BUY,pc no detecta disco duro
NOT_BUY,pc cursor congelado
NOT_BUY,pc teclado no responde
NOT_BUY,pc pantalla negra al encender
NOT_BUY,pc se apaga al jugar
NOT_BUY,pc usb no funciona
NOT_BUY,pc sin señal de video
NOT_BUY,pc error al iniciar
NOT_BUY,pc pantalla parpadea
NOT_BUY,pc no arranca con disco externo
NOT_BUY,pc no reconoce tarjeta de red
NOT_BUY,pc lente de cd no funciona


NOT_BUY,fallo tarjeta grafica
NOT_BUY,fallo disco duro
NOT_BUY,fallo memoria ram
NOT_BUY,fallo placa madre
NOT_BUY,fallo fuente de poder
NOT_BUY,fallo procesador
NOT_BUY,fallo ventiladores
NOT_BUY,fallo tarjeta de sonido
NOT_BUY,fallo tarjeta de red
NOT_BUY,fallo monitor
NOT_BUY,fallo teclado
NOT_BUY,fallo mouse
NOT_BUY,fallo lector de cd
NOT_BUY,fallo gabinete
NOT_BUY,fallo refrigeracion liquida
NOT_BUY,fallo cooler procesador
NOT_BUY,fallo ssd
NOT_BUY,fallo hdd
NOT_BUY,fallo puerto usb
NOT_BUY,fallo ranura pci
NOT_BUY,fallo tarjeta wifi
NOT_BUY,fallo bluetooth
NOT_BUY,fallo adaptador de energia
NOT_BUY,fallo ventilador gpu
NOT_BUY,fallo chipset
NOT_BUY,fallo bios
NOT_BUY,fallo pantalla integrada
NOT_BUY,fallo altavoces internos
NOT_BUY,fallo puertos traseros

NOT_BUY,documentacion placa madre
NOT_BUY,documentacion tarjeta grafica
NOT_BUY,documentacion procesador
NOT_BUY,documentacion memoria ram
NOT_BUY,documentacion disco duro
NOT_BUY,documentacion ssd
NOT_BUY,documentacion fuente de poder
NOT_BUY,documentacion cooler
NOT_BUY,documentacion refrigeracion liquida
NOT_BUY,documentacion monitor
NOT_BUY,documentacion teclado
NOT_BUY,documentacion mouse
NOT_BUY,documentacion puerto usb
NOT_BUY,documentacion ranura pci
NOT_BUY,documentacion adaptador energia
NOT_BUY,documentacion tarjeta de sonido
NOT_BUY,documentacion tarjeta de red
NOT_BUY,documentacion tarjeta wifi
NOT_BUY,documentacion bluetooth
NOT_BUY,documentacion bios
NOT_BUY,documentacion gabinete
NOT_BUY,documentacion altavoces internos
NOT_BUY,documentacion puerto trasero
NOT_BUY,documentacion tarjeta de captura
NOT_BUY,documentacion ssd nvme
NOT_BUY,documentacion monitor led
NOT_BUY,documentacion laptop
NOT_BUY,documentacion pc gamer
NOT_BUY,documentacion errores windows


NOT_BUY,problema memoria ram
NOT_BUY,manual placa madre
NOT_BUY,soporte tarjeta grafica
